Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Place ID,Google Maps Link
UnionBank of the Philippines - Shaw Pasig,Bank,OPERATIONAL,Pasig,NCR,NCR,"18 Shaw Boulevard Chipeco, Corner Meralco Ave, Pasig, 1605, Philippines",14.5752746,121.0609792,2,14,ChIJkwZeXeLJlzMR9_n_FprJlT0,https://www.google.com/maps/place/?q=place_id:ChIJkwZeXeLJlzMR9_n_FprJlT0
UnionBank of the Philippines - BGC 34th St. / Panorama,Bank,OPERATIONAL,Taguig,NCR,NCR,"34th Street G/F Panorama Building, Corner Lane A, Taguig, 1630, Philippines",14.5557838,121.0500696,1.9,12,ChIJq6qekvbIlzMRzsKxv6Xr2_I,https://www.google.com/maps/place/?q=place_id:ChIJq6qekvbIlzMRzsKxv6Xr2_I
UnionBank of the Philippines - Ortigas,Bank,OPERATIONAL,Pasig,NCR,NCR,"29 San Miguel Avenue G/F The Crescent Condominium, Ortigas Center, Pasig, 1605, Philippines",14.5808285,121.0595836,2.4,10,ChIJDTh5tmrIlzMR_vQGXVv7V1E,https://www.google.com/maps/place/?q=place_id:ChIJDTh5tmrIlzMR_vQGXVv7V1E
UnionBank of the Philippines - Boni Ave,Bank,OPERATIONAL,Mandaluyong City,NCR,NCR,"655 Boni Avenue, Corner Ligaya, Mandaluyong City, 1550, Philippines",14.5765217,121.0385766,1.8,33,ChIJX9vq90vIlzMRK5fCC6U-EvE,https://www.google.com/maps/place/?q=place_id:ChIJX9vq90vIlzMRK5fCC6U-EvE
UnionBank of the Philippines - Pasay,Bank,OPERATIONAL,Pasay City,NCR,NCR,"2528 Taft Ave, Pasay City, 1303 Metro Manila, Philippines",14.5441406,120.9995835,2.4,34,ChIJjz-1z0LJlzMRnTt82qIinGw,https://www.google.com/maps/place/?q=place_id:ChIJjz-1z0LJlzMRnTt82qIinGw
UnionBank,Bank,OPERATIONAL,Bacoor,Cavite,CALABARZON,"Radial Road 2 Addio Bldg. Talaba, Aguinaldo Hwy, Bacoor, 4102, Philippines",14.4598474,120.9604056,2.2,49,ChIJlWT0P5LNlzMRMvdK4-f-SJc,https://www.google.com/maps/place/?q=place_id:ChIJlWT0P5LNlzMRMvdK4-f-SJc
UnionBank of the Philippines - Dasmarinas Cavite,Bank,OPERATIONAL,Dasmariñas,Cavite,CALABARZON,"Aguinaldo Hi-way, corner Congressional Rd, Dasmariñas, 4114, Philippines",14.3265441,120.9406324,2.1,73,ChIJWX3AGwDVlzMRu3VeqIG_F9s,https://www.google.com/maps/place/?q=place_id:ChIJWX3AGwDVlzMRu3VeqIG_F9s
UnionBank,Bank,OPERATIONAL,Imus,Cavite,CALABARZON,"Aguinaldo Hi-way Melta Building, cor Sampaguita Village, Imus, 4103, Philippines",14.4200063,120.9414301,1.6,62,ChIJ-7W9__fSlzMRgNQjjhMDDck,https://www.google.com/maps/place/?q=place_id:ChIJ-7W9__fSlzMRgNQjjhMDDck
Union Bank,ATM,OPERATIONAL,Dasmariñas,Cavite,CALABARZON,"8WGR+J76, Aguinaldo Hwy, Pasong Lawin, Dasmariñas, 4114 Cavite, Philippines",14.3265481,120.9406804,3,6,ChIJ320iGQDVlzMROh3awVh_0nY,https://www.google.com/maps/place/?q=place_id:ChIJ320iGQDVlzMROh3awVh_0nY
UnionBank of the Philippines - Binan-Carmona,Bank,OPERATIONAL,Carmona,Cavite,CALABARZON,"Daang Governor Golden Mile Business Park, Brgy. Brgy. Maduya,National Highway, Carmona, 4116, Philippines",14.3256955,121.0666233,2,33,ChIJI0ZUlGjXlzMRqrutLbmu-V4,https://www.google.com/maps/place/?q=place_id:ChIJI0ZUlGjXlzMRqrutLbmu-V4
UnionBank of the Philippines - Tagaytay,Bank,OPERATIONAL,Tagaytay City,Cavite,CALABARZON,"G/F, Prime Residences, Tagaytay - Calamba Rd, Tagaytay City, 4120 Cavite, Philippines",14.1176405,120.9643007,2.9,38,ChIJpXXm_N95vTMRsQSliOH3rmw,https://www.google.com/maps/place/?q=place_id:ChIJpXXm_N95vTMRsQSliOH3rmw
UnionBank ATM - DLSU-Dasmarinas,ATM,OPERATIONAL,Dasmariñas,Cavite,CALABARZON,"West Ave De La Salle University Dasmarinas Administration Bldg Dasmarinas City, Philippines",14.3211305,120.9618828,5,2,ChIJWXddNkjVlzMRN9zIl2U6w1U,https://www.google.com/maps/place/?q=place_id:ChIJWXddNkjVlzMRN9zIl2U6w1U
UnionBank ATM - DLSU Medical,ATM,OPERATIONAL,Dasmariñas,Cavite,CALABARZON,"G/F, DLSUMC New Building, Governor, D. Mangubat, Dasmariñas, Philippines",14.3274285,120.9434626,,,ChIJwbJAfTTVlzMR0TXuGHYZOfA,https://www.google.com/maps/place/?q=place_id:ChIJwbJAfTTVlzMR0TXuGHYZOfA
UnionBank ATM - Twin Lakes,ATM,OPERATIONAL,Alfonso,Cavite,CALABARZON,"Vineyard Resort Community, Tagaytay-Nasugbu Highway Twin Lakes Tagaytay, Alfonso, Philippines",14.0687278,120.8569063,,,ChIJNegv3VudvTMRo6If1-tIHVc,https://www.google.com/maps/place/?q=place_id:ChIJNegv3VudvTMRo6If1-tIHVc
UnionBank ATM - SL Carmona,ATM,OPERATIONAL,Carmona,Cavite,CALABARZON,"Phase 2, lot 562, Warehouse Phase 1 and, B-3 Governor's Dr, Carmona, Philippines",14.3154246,121.0542274,2.3,3,ChIJL1hs7urXlzMRnk8x5z21ANI,https://www.google.com/maps/place/?q=place_id:ChIJL1hs7urXlzMRnk8x5z21ANI
UnionBank ATM - MJC Carmona,ATM,OPERATIONAL,Carmona,Cavite,CALABARZON,"San Lazaro Leasure Park, Governor's Dr, Carmona, Philippines",14.2967796,121.0346705,4,1,ChIJhZbsb5zXlzMRBI7JVziv-Ec,https://www.google.com/maps/place/?q=place_id:ChIJhZbsb5zXlzMRBI7JVziv-Ec
UnionBank of the Philippines - Paseo de Magallanes,Bank,OPERATIONAL,Makati City,NCR,NCR,"2 Santiago St, Makati City, 1232 Metro Manila, Philippines",14.5387937,121.017122,3,4,ChIJH404GTzJlzMRBS3mlJ3M1m8,https://www.google.com/maps/place/?q=place_id:ChIJH404GTzJlzMRBS3mlJ3M1m8
UnionBank of the Philippines - Pasong Tamo -Ext,Bank,OPERATIONAL,Makati City,NCR,NCR,"BCS Prime, 2297 Chino Roces Ave, Extension, Makati City, 1232 Metro Manila, Philippines",14.5348001,121.0219893,1.8,14,ChIJKaKZKiXJlzMRezrnCAg7Wbg,https://www.google.com/maps/place/?q=place_id:ChIJKaKZKiXJlzMRezrnCAg7Wbg
UnionBank of the Philippines - Ayala Alabang Country Club,Bank,OPERATIONAL,Muntinlupa,NCR,NCR,"113 Country Club Drive Main Lobby, Alabang Country Club, Muntinlupa, 1780, Philippines",14.403411,121.016761,5,2,ChIJk-aDrqbRlzMRDIRSci6Kaw8,https://www.google.com/maps/place/?q=place_id:ChIJk-aDrqbRlzMRDIRSci6Kaw8
UnionBank of the Philippines - Sta Rosa,Bank,OPERATIONAL,City of Santa Rosa,Laguna,CALABARZON,"Brgy Malusak, 718 Rizal Boulevard, Corner Zavalla St, City of Santa Rosa, 4026, Philippines",14.3129457,121.1123619,2.8,30,ChIJGVkVfrHZlzMR-V3ln4qnSFE,https://www.google.com/maps/place/?q=place_id:ChIJGVkVfrHZlzMR-V3ln4qnSFE
UnionBank of the Philippines - Pasong Tamo JTKC,Bank,OPERATIONAL,Makati City,NCR,NCR,"G/F, JTKC Building, 2155 Chino Roces Ave, Makati City, 1230 Metro Manila, Philippines",14.5545666,121.0139775,2.8,20,ChIJQyhyhA3JlzMRrQK6l1MjuMA,https://www.google.com/maps/place/?q=place_id:ChIJQyhyhA3JlzMRrQK6l1MjuMA
UnionBank of the Philippines - Muntinlupa,Bank,OPERATIONAL,Muntinlupa,NCR,NCR,"Ground Floor Jaysons Building, National Road, Muntinlupa, 1772, Philippines",14.3917956,121.044749,2.9,20,ChIJMyte1PnQlzMRbLwsqog-lW0,https://www.google.com/maps/place/?q=place_id:ChIJMyte1PnQlzMRbLwsqog-lW0
UnionBank of the Philippines - Alabang Town Center,Bank,OPERATIONAL,Muntinlupa,NCR,NCR,"Commerce Ave., Makati Supermart Alabang, Alabang Town Center, Muntinlupa, 1780 Metro Manila, Philippines",14.4224994,121.0300332,3.1,36,ChIJ-XzETs7RlzMRWJVLvNaS_7w,https://www.google.com/maps/place/?q=place_id:ChIJ-XzETs7RlzMRWJVLvNaS_7w
UnionBank of the Philippines - Paseo de Sta Rosa,Bank,OPERATIONAL,City of Santa Rosa,Laguna,CALABARZON,"United Boulevard G/F The Medical City South Luzon, City of Santa Rosa, 4026, Philippines",14.2484026,121.0670776,3.2,22,ChIJHbdj2kd9vTMRs9PxX3rdixI,https://www.google.com/maps/place/?q=place_id:ChIJHbdj2kd9vTMRs9PxX3rdixI
UnionBank of the Philippines - Calamba Parian,Bank,OPERATIONAL,Calamba,Laguna,CALABARZON,"Anderson Bldg, Manila South Road, 1 National Highway, Calamba, 4027, Philippines",14.2094782,121.1538413,2.1,55,ChIJm0ihWpZjvTMRODZ-LW1QWPo,https://www.google.com/maps/place/?q=place_id:ChIJm0ihWpZjvTMRODZ-LW1QWPo
A Unionbank Subsidiary City Savings,Bank,OPERATIONAL,Calamba,Laguna,CALABARZON,"6553+PHH, Manila S Rd, Calamba, 4027 Laguna, Philippines",14.2093116,121.1539846,3,2,ChIJB8ch9stjvTMRcujc9D79J2k,https://www.google.com/maps/place/?q=place_id:ChIJB8ch9stjvTMRcujc9D79J2k
ATM - Unionbank,ATM,OPERATIONAL,City of Santa Rosa,Laguna,CALABARZON,"8476+5XC, Rizal Boulevard, corner Zavalla Street, Laguna, City of Santa Rosa, 4026, Philippines",14.312944,121.1123884,,,ChIJtUbqnrrZlzMRSmfngL_A0So,https://www.google.com/maps/place/?q=place_id:ChIJtUbqnrrZlzMRSmfngL_A0So
UnionBank of the Philippines - Lima,Bank,OPERATIONAL,Lipa City,Batangas,CALABARZON,"Special Economic Zone, Malvar Unit GC-R04 and GC-R05, The Outlets, LIMA Technological Center, Lipa City, 4217 Batangas, Philippines",14.0089922,121.1688403,2.5,16,ChIJNUNmra5vvTMRxRJoVCRayzw,https://www.google.com/maps/place/?q=place_id:ChIJNUNmra5vvTMRxRJoVCRayzw
UnionBank of the Philippines - Lipa,Bank,OPERATIONAL,Lipa City,Batangas,CALABARZON,"17 B, Morada Ave, Lipa City, 4217 Batangas, Philippines",13.9408062,121.1595725,2.7,24,ChIJRxUfkbxsvTMReDClNBoIqsg,https://www.google.com/maps/place/?q=place_id:ChIJRxUfkbxsvTMReDClNBoIqsg
UnionBank of the Philippines - Batangas,Bank,OPERATIONAL,Batangas City,Batangas,CALABARZON,"President Jose P. Laurel Hwy G/F, Insualr Life Bldg., Brgy, Hilltop Rd, Batangas City, 4200, Philippines",13.7638924,121.0582518,3.4,22,ChIJD2mzzkIFvTMR5EsbzMyRGjw,https://www.google.com/maps/place/?q=place_id:ChIJD2mzzkIFvTMR5EsbzMyRGjw
UnionBank of the Philippines - Newport,Bank,OPERATIONAL,Pasay City,NCR,NCR,"Star Cruises Centre, Newport City, 2012 Andrews Ave, Pasay City, 1303 Metro Manila, Philippines",14.5188553,121.0175599,1.8,10,ChIJGfaGaszOlzMRwRFeM9-boEY,https://www.google.com/maps/place/?q=place_id:ChIJGfaGaszOlzMRwRFeM9-boEY
UnionBank of the Philippines - Richville,Bank,OPERATIONAL,Muntinlupa,NCR,NCR,"Richville Corporate Tower, Madrigal Business Park, Alabang Zapote Road, Muntinlupa, 1780 Metro Manila, Philippines",14.4267131,121.0253665,1.8,22,ChIJf2bdTs7RlzMRXesjmKxQ46Y,https://www.google.com/maps/place/?q=place_id:ChIJf2bdTs7RlzMRXesjmKxQ46Y
Union Bank,ATM,OPERATIONAL,Calamba,Laguna,CALABARZON,"6553+RH4, Manila S Rd, Calamba, 4027 Laguna, Philippines",14.209513,121.153968,2.2,6,ChIJFdiNCcxjvTMRtPHj42y6co0,https://www.google.com/maps/place/?q=place_id:ChIJFdiNCcxjvTMRtPHj42y6co0
UnionBank of the Philippines - Lucena,Bank,OPERATIONAL,Lucena City,Quezon,CALABARZON,"G/F, One People Square, M.L. Tagarao Street, Corner Granja St, Lucena City, 4301, Philippines",13.9367098,121.6127732,1.9,25,ChIJL_0SOVtLvTMRflpiRS7hyOQ,https://www.google.com/maps/place/?q=place_id:ChIJL_0SOVtLvTMRflpiRS7hyOQ
UnionBank of the Philippines - McKinley Hill,Bank,OPERATIONAL,Taguig,NCR,NCR,"Two World Square, 22 Upper Mckinley Rd, McKinley Hill Dr, Taguig, 1630, Philippines",14.5348128,121.0501502,2.1,26,ChIJFTNB2cPIlzMRTGl2E_vp3W0,https://www.google.com/maps/place/?q=place_id:ChIJFTNB2cPIlzMRTGl2E_vp3W0
UnionBank of the Philippines - T. Alonzo,Bank,OPERATIONAL,Manila,NCR,NCR,"625 Teodora, Alonzo St, Manila, 1003, Philippines",14.6023432,120.9784498,5,6,ChIJSQXdIgXKlzMR7egg-GyDu6A,https://www.google.com/maps/place/?q=place_id:ChIJSQXdIgXKlzMR7egg-GyDu6A
UnionBank of the Philippines - Vito Cruz,Bank,OPERATIONAL,Makati City,NCR,NCR,"29 Pablo Ocampo Sr. Extension, Corner Chino Roces Ave, St, Makati City, 1204, Philippines",14.56691,121.0120057,3,20,ChIJsx0gF6_JlzMRt7VfojxHY9Y,https://www.google.com/maps/place/?q=place_id:ChIJsx0gF6_JlzMRt7VfojxHY9Y
UnionBank of the Philippines - Renaissance,Bank,OPERATIONAL,Pasig,NCR,NCR,"29 Meralco Avenue, The Renaissance Center, Pasig, 1604, Philippines",14.5815227,121.0639673,2.9,9,ChIJ13AepWzIlzMRbYnutqNSa3M,https://www.google.com/maps/place/?q=place_id:ChIJ13AepWzIlzMRbYnutqNSa3M
ATM - Unionbank,ATM,OPERATIONAL,Lipa City,Batangas,CALABARZON,"Unionbank Building, B Morada Ave, Lipa City, Batangas, Philippines",13.941082,121.155194,3,2,ChIJKx69DLxsvTMRdRUHVml-3zk,https://www.google.com/maps/place/?q=place_id:ChIJKx69DLxsvTMRdRUHVml-3zk
UnionBank of the Philippines - UN Avenue,Bank,OPERATIONAL,Manila,NCR,NCR,"United Nations Ave, Ermita, Manila, 1000 Metro Manila, Philippines",14.5795945,120.9790304,2.7,22,ChIJpQQCgi_KlzMRp-M4EWSos90,https://www.google.com/maps/place/?q=place_id:ChIJpQQCgi_KlzMRp-M4EWSos90
UnionBank of the Philippines - UnionBank Plaza,Bank,OPERATIONAL,Pasig,NCR,NCR,"Meralco Avenue UnionBank Plaza Bldg,corner, Onyx St, Pasig, 1605, Philippines",14.5870933,121.0634317,3.4,211,ChIJUwOzJH_IlzMRk3309VabT5Y,https://www.google.com/maps/place/?q=place_id:ChIJUwOzJH_IlzMRk3309VabT5Y
UnionBank of the Philippines - Emerald,Bank,OPERATIONAL,Pasig,NCR,NCR,"G/F, Wynsum Corp. Plaza, 22 F. Ortigas Jr. Rd, Ortigas Center, Pasig, 1605 Metro Manila, Philippines",14.5861255,121.0614755,1.6,20,ChIJ296_2RbIlzMRCahCZh7CdEM,https://www.google.com/maps/place/?q=place_id:ChIJ296_2RbIlzMRCahCZh7CdEM
UnionBank of the Philippines - Julia Vargas,Bank,OPERATIONAL,Pasig,NCR,NCR,"Doña Julia Vargas Avenue Centerpoint Condominium, cor Garnet Rd, Pasig, 1605, Philippines",14.5844263,121.0626243,2.3,19,ChIJGyp0NxHIlzMR9Ii5wmDDnLE,https://www.google.com/maps/place/?q=place_id:ChIJGyp0NxHIlzMR9Ii5wmDDnLE
ATM - Unionbank,ATM,OPERATIONAL,Marikina,NCR,NCR,"47 Gil Fernando Ave, Marikina, 1801 Metro Manila, Philippines",14.6230073,121.1020009,2.7,7,ChIJ8WFCCTi4lzMRatGjE_fcvUA,https://www.google.com/maps/place/?q=place_id:ChIJ8WFCCTi4lzMRatGjE_fcvUA
UnionBank of the Philippines - Libertad Mandaluyong,Bank,OPERATIONAL,Mandaluyong City,NCR,NCR,"Domingo M. Guevara California Garden Square, Libertad,GF Cluster El Dorado, Mandaluyong City, 1550, Philippines",14.5792351,121.0467767,2.6,13,ChIJiXDsk0fIlzMRIU_7AwadMo8,https://www.google.com/maps/place/?q=place_id:ChIJiXDsk0fIlzMRIU_7AwadMo8
UnionBank of the Philippines - Shaw Mandaluyong,Bank,OPERATIONAL,Mandaluyong City,NCR,NCR,"G/F PICPA Bldg, 700 Shaw Blvd, Mandaluyong City, 1552, Philippines",14.5842563,121.0503453,3.6,11,ChIJteQRTjnIlzMRhx6csQC2PVQ,https://www.google.com/maps/place/?q=place_id:ChIJteQRTjnIlzMRhx6csQC2PVQ
UnionBank,Bank,OPERATIONAL,Taguig,NCR,NCR,"36th St, Taguig, 1630 Metro Manila, Philippines",14.5563137,121.0539774,2.9,8,ChIJS6H9A_XIlzMR-kngWJq9sro,https://www.google.com/maps/place/?q=place_id:ChIJS6H9A_XIlzMR-kngWJq9sro
UnionBank ATM,ATM,OPERATIONAL,Lucena City,Quezon,CALABARZON,"WJP7+M4V, One People Square, M.L. Tagarao, corner Granja Street, Lucena City, Philippines",13.9367503,121.6127787,1,2,ChIJVXbN3VtLvTMRSrq3u_EEMXU,https://www.google.com/maps/place/?q=place_id:ChIJVXbN3VtLvTMRSrq3u_EEMXU
UnionBank - South Triangle,Bank,OPERATIONAL,Quezon City,NCR,NCR,"1604 Quezon Avenue, corner Sct. Albano, Quezon City, 1103, Philippines",14.6410175,121.0332572,2.9,8,ChIJ_3mWzVS2lzMRlSHUQuyPRUk,https://www.google.com/maps/place/?q=place_id:ChIJ_3mWzVS2lzMRlSHUQuyPRUk
UnionBank of the Philippines - SSS East Avenue,Bank,OPERATIONAL,Quezon City,NCR,NCR,"174 East Avenue G/F SSS Main Building, Quezon City, 1119, Philippines",14.6402207,121.046836,2.3,12,ChIJeV4yTaa3lzMRg2xdxigwH7s,https://www.google.com/maps/place/?q=place_id:ChIJeV4yTaa3lzMRg2xdxigwH7s
UnionBank of the Philippines - WackWack,Bank,OPERATIONAL,Mandaluyong City,NCR,NCR,"6 Shaw Boulevard, Corner S. Laurel, Mandaluyong City, 1552, Philippines",14.5882259,121.0448518,1.6,16,ChIJY86XgTDIlzMR4MNal8MJm5Q,https://www.google.com/maps/place/?q=place_id:ChIJY86XgTDIlzMR4MNal8MJm5Q
UnionBank of the Philippines - Puerto Princesa,Bank,OPERATIONAL,Puerto Princesa City,Palawan,MIMAROPA,"293 J Rizal Avenue Brgy. Maningning,.P, Puerto Princesa City, 5300, Philippines",9.7405128,118.7419042,2.3,7,ChIJtcQTgt5jtTMRAo1Q9VAKSfE,https://www.google.com/maps/place/?q=place_id:ChIJtcQTgt5jtTMRAo1Q9VAKSfE
UnionBank of the Philippines - Paseo De Roxas,Bank,OPERATIONAL,Makati City,NCR,NCR,"G/F, 111 Paseo de Roxas Building, 109 Paseo de Roxas, Legazpi Village, Makati City, 1226 Metro Manila, Philippines",14.5544159,121.0194307,3,4,ChIJYYpuXhDJlzMRuAwP6uBfr20,https://www.google.com/maps/place/?q=place_id:ChIJYYpuXhDJlzMRuAwP6uBfr20
UnionBank of the Philippines - Makati Branch,Bank,OPERATIONAL,Makati City,NCR,NCR,"G/F Citibank Center, 8741 Paseo de Roxas corner, Villar Streets, Makati City 1200, Philippines, 1226 Metro Manila, Philippines",14.5587483,121.0253362,2.6,70,ChIJT7qLiAbJlzMR8nkg0QlNz3Y,https://www.google.com/maps/place/?q=place_id:ChIJT7qLiAbJlzMR8nkg0QlNz3Y
UnionBank of the Philippines - Legaspi,Bank,OPERATIONAL,Legazpi City,Albay,Bicol Region,"85 Landco, Legazpi Port District, Legazpi City, 4500 Albay, Philippines",13.1452906,123.7501062,3,18,ChIJgXzAMoABoTMRyFQHc5pJQHQ,https://www.google.com/maps/place/?q=place_id:ChIJgXzAMoABoTMRyFQHc5pJQHQ
UnionBank of the Philippines - Naga,Bank,OPERATIONAL,Naga City,Camarines Sur,Bicol Region,"G/F, Prime Days Hotel, Panganiban Dr, Naga City, 4400 Camarines Sur, Philippines",13.6212118,123.1991351,2,25,ChIJVVzw8c6MoTMRxTx7eEz07Rk,https://www.google.com/maps/place/?q=place_id:ChIJVVzw8c6MoTMRxTx7eEz07Rk
UnionBank ATM - SL Camsur,ATM,OPERATIONAL,Pili,Camarines Sur,Bicol Region,"Camarines Sur IT Center, IT Park Provincial Capitol Complex, Pili, Philippines",13.5967817,123.245624,5,1,ChIJHxYwDUONoTMRLTtnRUBIVls,https://www.google.com/maps/place/?q=place_id:ChIJHxYwDUONoTMRLTtnRUBIVls
Unionbank City Savings,Bank,OPERATIONAL,Sorsogon City,Sorsogon,Bicol Region,"X2GG+F48, Sorsogon City, Sorsogon, Philippines",12.9761594,124.0253234,4,1,ChIJmUdxuxDvoDMR9pPAzcUASHs,https://www.google.com/maps/place/?q=place_id:ChIJmUdxuxDvoDMR9pPAzcUASHs
UnionBank of the Philippines - 5th Ave Global,Bank,OPERATIONAL,Taguig,NCR,NCR,"5th Avenue Unit 103 GF One Global Place, Taguig, 1630, Philippines",14.5484303,121.0469006,2.3,9,ChIJUxRPv-_IlzMRTIhr92YVq2c,https://www.google.com/maps/place/?q=place_id:ChIJUxRPv-_IlzMRTIhr92YVq2c
UnionBank of the Philippines - Rada,Bank,OPERATIONAL,Makati City,NCR,NCR,"Prince Building, 117 Rada, Legazpi Village, Makati City, 1223 Metro Manila, Philippines",14.5553585,121.0177812,1.9,8,ChIJEWLMiaXJlzMRMXxSPX8nWps,https://www.google.com/maps/place/?q=place_id:ChIJEWLMiaXJlzMRMXxSPX8nWps
Union Bank Subsidiary City Savings,Bank,OPERATIONAL,Bangued,Abra,Cordillera Administrative Region,"HJV9+6Q5, Ilocos Sur - Abra Rd, Bangued, Abra, Philippines",17.5930268,120.6194668,,,ChIJSeH-eAdcjjMR4H7MQ1EIRqI,https://www.google.com/maps/place/?q=place_id:ChIJSeH-eAdcjjMR4H7MQ1EIRqI
UnionBank ATM - CATS,ATM,OPERATIONAL,San Juan City,NCR,NCR,"1008 Epifanio de los Santos Ave, San Juan City, 1502 Metro Manila, Philippines",14.603794,121.0579437,,,ChIJ17iXe-S3lzMR_Mxo63gWnLM,https://www.google.com/maps/place/?q=place_id:ChIJ17iXe-S3lzMR_Mxo63gWnLM
Unionbank ATM,ATM,OPERATIONAL,San Juan City,NCR,NCR,"CSMC, 10 Wilson, San Juan City, 1500 Metro Manila, Philippines",14.5975636,121.0465438,,,ChIJLZOoRybIlzMRhzqFk9VHNbo,https://www.google.com/maps/place/?q=place_id:ChIJLZOoRybIlzMRhzqFk9VHNbo
UnionBank of the Philippines,ATM,OPERATIONAL,Manila,NCR,NCR,"The Kassel Condominium, GO1 & LG1 ,Malate, 2625 United Nations Ave, Ermita, Manila, 1004 Metro Manila, Philippines",14.5795807,120.9790042,3,6,ChIJocRO3inKlzMRyom2HFEyEsA,https://www.google.com/maps/place/?q=place_id:ChIJocRO3inKlzMRyom2HFEyEsA
UnionBank of the Philippines - West Service Road,Bank,OPERATIONAL,Parañaque,NCR,NCR,"Rodeo Building, 802 W Service Rd, Parañaque, 1715 Metro Manila, Philippines",14.4695463,121.0449538,3.3,8,ChIJlzBxfa_PlzMRnXySctY0D8k,https://www.google.com/maps/place/?q=place_id:ChIJlzBxfa_PlzMRnXySctY0D8k
UNIONBANK ATM,Bank,OPERATIONAL,Baguio,Benguet,Cordillera Administrative Region,"CEDAR PEAK BUILDING Antipolo Annex A Bldg. 2600,, Session Rd, Baguio, Benguet, Philippines",16.4146347,120.5970035,5,1,ChIJG64bUl2hkTMRMdN0unPcx2g,https://www.google.com/maps/place/?q=place_id:ChIJG64bUl2hkTMRMdN0unPcx2g
UnionBank ATM - Philex Offsite1,ATM,OPERATIONAL,Tuba,Benguet,Cordillera Administrative Region,"Philex Mining Corp, Padcal, Tuba, Benguet, Philippines",16.2656329,120.6387071,,,ChIJL1GubEEJkTMRk3SjJ-h2PRE,https://www.google.com/maps/place/?q=place_id:ChIJL1GubEEJkTMRk3SjJ-h2PRE
UnionBank of the Philippines - BGC McKinley West,Bank,OPERATIONAL,Taguig,NCR,NCR,"Lawton Avenue Lower G/F, Robinsons Cyber Sigma Building, Bonifacio South Taguig, 1630, Philippines",14.5354806,121.0431638,1.6,12,ChIJ8bIO6AzJlzMR83WvCT4Ode8,https://www.google.com/maps/place/?q=place_id:ChIJ8bIO6AzJlzMR83WvCT4Ode8
Unionbank ATM,ATM,OPERATIONAL,Las Piñas,NCR,NCR,"CXXJ+RR2, Alabang Zapote Road, corner Crispina Avenue, Pamplona, Las Piñas, Philippines",14.4495401,120.9819667,1,2,ChIJg4m5U_nNlzMRxR0tQPbbbPk,https://www.google.com/maps/place/?q=place_id:ChIJg4m5U_nNlzMRxR0tQPbbbPk
UnionBank of the Philippines - Makati Ave,Bank,OPERATIONAL,Makati City,NCR,NCR,"Makati Avenue, corner Durban, St, Makati City, 1209, Philippines",14.5636915,121.0290975,2.4,20,ChIJZ3JEP6rJlzMRwlbvB0MpeGs,https://www.google.com/maps/place/?q=place_id:ChIJZ3JEP6rJlzMRwlbvB0MpeGs
UnionBank of the Philippines - Ayala SSS,Bank,OPERATIONAL,Makati City,NCR,NCR,"SSS Building, 6782 Ayala Avenue, corner V.A. Rufino St, Makati City, 1226, Philippines",14.5578387,121.0188675,2.3,16,ChIJzyaXLg_JlzMR6q6K0rTI7wo,https://www.google.com/maps/place/?q=place_id:ChIJzyaXLg_JlzMR6q6K0rTI7wo
UnionBank of the Philippines - Ayala Rufino,Bank,OPERATIONAL,Makati City,NCR,NCR,"6784 Ayala Ave, Makati City, 1223 Metro Manila, Philippines",14.5582093,121.0183378,3.6,5,ChIJh-Yggl7JlzMRNjEkFpWUxug,https://www.google.com/maps/place/?q=place_id:ChIJh-Yggl7JlzMRNjEkFpWUxug
UnionBank of the Philippines - Ayala Madrigal,Bank,OPERATIONAL,Makati City,NCR,NCR,"Ground Floor, Vicente Madrigal Building, Salcedo Village, 6793 Ayala Ave, Makati City, 1227 Metro Manila, Philippines",14.5580957,121.0197925,1.7,26,ChIJzyaXLg_JlzMREl2mfEk32_w,https://www.google.com/maps/place/?q=place_id:ChIJzyaXLg_JlzMREl2mfEk32_w
UnionBank of the Philippines - The Ark - Insular Ayala,Bank,OPERATIONAL,Makati City,NCR,NCR,"Insular Life Building, Ayala Avenue, Insular Ayala, Makati City, 1209, Philippines",14.5570886,121.0210424,2.3,35,ChIJSZ7owITJlzMRTOBn6GkoypE,https://www.google.com/maps/place/?q=place_id:ChIJSZ7owITJlzMRTOBn6GkoypE
UnionBank of the Philippines - Antel Residences/Suites,Bank,OPERATIONAL,Makati City,NCR,NCR,"7829 Salamanca Street G/F Best Western Antel Hotel Street, Suits Makati, 1210, Philippines",14.5662923,121.0290787,4,4,ChIJgUx46qvJlzMRikZkTjwZvW4,https://www.google.com/maps/place/?q=place_id:ChIJgUx46qvJlzMRikZkTjwZvW4
Unionbank Robinsons Cybergate Plaza,Bank,OPERATIONAL,Mandaluyong City,NCR,NCR,"H29W+WP6, Epifanio de los Santos Ave, Mandaluyong City, Metro Manila, Philippines",14.5697747,121.0467771,2.8,5,ChIJxzcMM0XIlzMRTOxY1fWcePY,https://www.google.com/maps/place/?q=place_id:ChIJxzcMM0XIlzMRTOxY1fWcePY
