Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Place ID,Google Maps Link
BDO Laoag - Castro Branch,Bank,OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Pichay Bldg. J.P. Rizal, corner Andres Castro, St, Laoag City, Ilocos Norte, Philippines",18.1948833,120.59559,2.2,10,ChIJuxRxuCHGjjMRTKvXALpguzk,https://www.google.com/maps/place/?q=place_id:ChIJuxRxuCHGjjMRTKvXALpguzk
BDO Laoag - Balintawak Branch,Bank,OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Corner Rizal & Balintawak St 2900, Laoag City, Ilocos Norte, Philippines",18.1960084,120.5916323,3.3,9,ChIJARXi2SDGjjMRMx40IkoCYqM,https://www.google.com/maps/place/?q=place_id:ChIJARXi2SDGjjMRMx40IkoCYqM
BDO,Bank,OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Fort Ilocandia Resort, Barangay 37 Calayab, Laoag City, Ilocos Norte, Philippines",18.1554367,120.5219489,3,1,ChIJZcFCYZu4jjMRGvv0jLZhl0I,https://www.google.com/maps/place/?q=place_id:ChIJZcFCYZu4jjMRGvv0jLZhl0I
BDO Ilocos Norte - Batac Branch,Bank,OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"Aoigan Bldg, Washington St, City of Batac, 2906 Ilocos Norte, Philippines",18.0566725,120.565039,4.2,12,ChIJrbFy307AjjMRvSMdByyAcXs,https://www.google.com/maps/place/?q=place_id:ChIJrbFy307AjjMRvSMdByyAcXs
BDO Robinsons Ilocos Branch,Bank,OPERATIONAL,Laoag City,Ilocos,Ilocos Region,"Unit 1-00144 Robinsons Place Ilocos Brgy. 1 San Francisco, San Nicolas, Ilocos Norte, Philippines",18.1804373,120.5921187,3.3,6,ChIJSQXrGJvHjjMRfuNEUI7SPRQ,https://www.google.com/maps/place/?q=place_id:ChIJSQXrGJvHjjMRfuNEUI7SPRQ
BDO Ilocos Sur - Candon Branch,Bank,OPERATIONAL,Candon City,Ilocos Sur,Ilocos Region,"National Highway corner, 17 Abaya St, Candon City, 2710 Lalawigan ng Ilocos Sur, Philippines",17.1907721,120.4478568,3.2,13,ChIJJbuC_e0ZjjMRfkCh6IGXux4,https://www.google.com/maps/place/?q=place_id:ChIJJbuC_e0ZjjMRfkCh6IGXux4
Bdo,Bank,OPERATIONAL,Cabugao,Ilocos Sur,Ilocos Region,"Cabugao, Ilocos Sur, Philippines",17.8003964,120.4555306,4,3,ChIJS7PLUAqMjjMRfzDNoQqx-zs,https://www.google.com/maps/place/?q=place_id:ChIJS7PLUAqMjjMRfzDNoQqx-zs
Banco De Oro - Robinsons Ilocos,ATM,OPERATIONAL,Laoag City,Ilocos,Ilocos Region,"Unit 1-00144, Robinson's Place, San Nicolas, 2901 Ilocos Norte, Philippines",18.1804055,120.5921917,2.3,6,ChIJuUkWHz_GjjMRxTYpEU1ro7E,https://www.google.com/maps/place/?q=place_id:ChIJuUkWHz_GjjMRxTYpEU1ro7E
BDO,ATM,OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Robinsons Ilocos, Barangay 1 San Francisco, San Nicolas, 2901 Ilocos Norte, Philippines",18.1804312,120.5920706,5,1,ChIJJfBYGT_GjjMRz9d6PlzkVCQ,https://www.google.com/maps/place/?q=place_id:ChIJJfBYGT_GjjMRz9d6PlzkVCQ
BDO Bonifacio Global City - Burgos Circle Branch,Bank,OPERATIONAL,Taguig,NCR,NCR,"Unit 1-F & 1-E G/F Crescent Park Residences 2nd Avenue, corner Burgos Cir, Taguig, Philippines",14.553203,121.0444073,1.4,28,ChIJnbBGcvrIlzMRLozgBitzxn0,https://www.google.com/maps/place/?q=place_id:ChIJnbBGcvrIlzMRLozgBitzxn0
BDO,ATM,OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"SM Hypermarket, J. P. Rizal St, Laoag City, 2900 Ilocos Norte, Philippines",18.1963763,120.5916227,,,ChIJp0dZGiHGjjMRgiBUWEweNqI,https://www.google.com/maps/place/?q=place_id:ChIJp0dZGiHGjjMRgiBUWEweNqI
BDO Vigan - Quezon Avenue Branch,Bank,OPERATIONAL,Vigan,Ilocos Sur,Ilocos Region,"Corner Bonifacio St. & Quezon Ave. 2900, Vigan, Lalawigan ng Ilocos Sur, Philippines",17.5736495,120.3863987,2.3,8,ChIJ70y6VXRljjMRwg0zZbsPY7U,https://www.google.com/maps/place/?q=place_id:ChIJ70y6VXRljjMRwg0zZbsPY7U
BDO Vigan - Puregold Branch,Bank,OPERATIONAL,Vigan City,Ilocos Sur,Ilocos Region,"Puregold, Jose Singson, Sta. Elena, Vigan City, Ilocos Sur, Philippines",17.5672005,120.3852096,4.2,5,ChIJbUZbW3dljjMRee8US-zYrzI,https://www.google.com/maps/place/?q=place_id:ChIJbUZbW3dljjMRee8US-zYrzI
BDO Vigan - Plaza Burgos,Bank,OPERATIONAL,Vigan City,Ilocos Sur,Ilocos Region,"G/F, Cordillera Family Inn, Leona, Florentino St, Brgy. 1, Vigan City, 2700 Ilocos Sur, Philippines",17.5737798,120.3886553,5,1,ChIJ5R8QvClljjMRyDCbYfFXPyk,https://www.google.com/maps/place/?q=place_id:ChIJ5R8QvClljjMRyDCbYfFXPyk
BDO Metro Vigan Cooperative Hospital ATM,ATM,OPERATIONAL,Bantay,Ilocos Sur,Ilocos Region,"G/F main entrance Metro Vigan Cooperative Hospital, Roxas Dike, Bantay, Ilocos Sur, Philippines",17.5804076,120.3861022,,,ChIJ0fSasAtljjMRB_z7WqscP0A,https://www.google.com/maps/place/?q=place_id:ChIJ0fSasAtljjMRB_z7WqscP0A
BDO Ilocos Sur - Narvacan Branch,Bank,OPERATIONAL,Narvacan,Ilocos Sur,Ilocos Region,"National Road, Narvacan, Ilocos Sur, Philippines",17.4195555,120.4737164,3.4,5,ChIJ978u065rjjMRLENriuWi-fE,https://www.google.com/maps/place/?q=place_id:ChIJ978u065rjjMRLENriuWi-fE
Banco De Oro ATM,ATM,OPERATIONAL,Bantay,Ilocos Sur,Ilocos Region,"H9JP+8M4, Metro Vigan Cooperative Hospital, Rizal Avenue, Bantay, Vigan City, Ilocos Sur, Philippines",17.5807537,120.3867301,,,ChIJQ-YXygtljjMR0xjSgcDpuD8,https://www.google.com/maps/place/?q=place_id:ChIJQ-YXygtljjMR0xjSgcDpuD8
BDO Abra-Bangued Branch,Bank,OPERATIONAL,Bangued,Abra,Cordillera Administrative Region,"Unit 12, The Rosario Bldg Taft St. corner, Magallanes St, Bangued, 2800 Abra, Philippines",17.5952111,120.6183333,4.6,5,ChIJOeRGDZDLlzMRtO4AGJjxmis,https://www.google.com/maps/place/?q=place_id:ChIJOeRGDZDLlzMRtO4AGJjxmis
BDO Quirino Paco Branch,Bank,OPERATIONAL,Manila,NCR,NCR,"CRS Tower corner Perdigon St Pres, Quirino Ave, Paco, Manila, Metro Manila, Philippines",14.5799744,120.9990593,5,5,ChIJicFWzlnJlzMRpzwnojuB4us,https://www.google.com/maps/place/?q=place_id:ChIJicFWzlnJlzMRpzwnojuB4us
BDO Novaliches - Quirino Highway Bagbag Branch,Bank,OPERATIONAL,Quezon City,NCR,NCR,"612 Quirino Hwy, Novaliches, Quezon City, Metro Manila, Philippines",14.6948993,121.0315092,1.7,28,ChIJIwgtd3exlzMRbpLEVFOCPKw,https://www.google.com/maps/place/?q=place_id:ChIJIwgtd3exlzMRbpLEVFOCPKw
BDO Network Bank,Bank,OPERATIONAL,Cabarroguis,Quirino,Cagayan Valley,"GG9G+284, Cordon - Diffun - Maddela - Aurora Rd, Cabarroguis, Quirino, Philippines",16.5175179,121.5258246,,,ChIJiZXJBlJzkDMRTBnIvBXOseM,https://www.google.com/maps/place/?q=place_id:ChIJiZXJBlJzkDMRTBnIvBXOseM
BDO La Union San Fernando - Quezon Avenue Branch,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"2500 Quezon Ave, San Fernando City, La Union, Philippines",16.6155108,120.3164711,4.3,19,ChIJt0J1dWqOkTMRkDhQHljtQn8,https://www.google.com/maps/place/?q=place_id:ChIJt0J1dWqOkTMRkDhQHljtQn8
BDO Novaliches Branch,Bank,OPERATIONAL,Quezon City,NCR,NCR,"Town Proper, 1016 Quirino Hwy, Novaliches, Quezon City, 1117 Kalakhang Maynila, Philippines",14.7242192,121.0416066,1.7,14,ChIJJzAe8fiwlzMRFS8WWbI6rzM,https://www.google.com/maps/place/?q=place_id:ChIJJzAe8fiwlzMRFS8WWbI6rzM
BDO Legaspi Village - Salcedo St. Branch,Bank,OPERATIONAL,Makati City,NCR,NCR,"G/F, Maxicare Tower, 203 Salcedo, Legazpi Village, Makati City, 1229 Metro Manila, Philippines",14.5562135,121.0153636,5,3,ChIJX04ipo7JlzMRR2ZAHajyu18,https://www.google.com/maps/place/?q=place_id:ChIJX04ipo7JlzMRR2ZAHajyu18
BDO Villar - Salcedo Village Branch,Bank,OPERATIONAL,Makati,NCR,NCR,"Salcedo Village, Eurovilla III Condominium 154 Villar St, corner L.P. Leviste Street, Makati City, 1227 Metro Manila, Philippines",14.5598652,121.0246773,4,7,ChIJUclEVgbJlzMRTfKW4T4Uu5w,https://www.google.com/maps/place/?q=place_id:ChIJUclEVgbJlzMRTfKW4T4Uu5w
BDO Valero - Salcedo Tower Branch,Bank,OPERATIONAL,Makati City,NCR,NCR,"Salcedo Village, G/F Pearlbank Center 146 Valero St. Salcedo Village, Makati City, 1227 Metro Manila, Philippines",14.5587626,121.023254,2.9,13,ChIJBcPvouDJlzMRrHpb9r025m0,https://www.google.com/maps/place/?q=place_id:ChIJBcPvouDJlzMRrHpb9r025m0
BDO Salcedo - Dela Rosa Branch,Bank,OPERATIONAL,Makati,NCR,NCR,"Golden Rock Bldg, 168 Salcedo, Legaspi Village, Makati City, 1229 Metro Manila, Philippines",14.5580329,121.0154864,2,2,ChIJc89bFwzJlzMRpmCIsjjF9pA,https://www.google.com/maps/place/?q=place_id:ChIJc89bFwzJlzMRpmCIsjjF9pA
BDO Salcedo - Gamboa Branch,Bank,OPERATIONAL,Makati City,NCR,NCR,"Optima Building 221 Salcedo St near cor, Gamboa, Legazpi Village, Makati City, 1229 Metro Manila, Philippines",14.5542933,121.0157204,2.9,8,ChIJuxwF-w3JlzMR50bKLROR-ns,https://www.google.com/maps/place/?q=place_id:ChIJuxwF-w3JlzMR50bKLROR-ns
BDO Salcedo Tower,Bank,OPERATIONAL,Makati,NCR,NCR,"G/F, BDO, Salcedo Tower, 156 Valero, District 1, Makati City, 1209 Metro Manila, Philippines",14.559315,121.0242377,,,ChIJWXmCc3PJlzMRu-qUICG2VhM,https://www.google.com/maps/place/?q=place_id:ChIJWXmCc3PJlzMRu-qUICG2VhM
BDO Alfaro - Salcedo Village,Bank,OPERATIONAL,Makati City,NCR,NCR,"G/F, PCCI Building, Salcedo Village, 118 L.P. Leviste Street, Makati City, 1227 Metro Manila, Philippines",14.5594184,121.0204742,1,1,ChIJJZaur13JlzMR4xzfwINTpis,https://www.google.com/maps/place/?q=place_id:ChIJJZaur13JlzMR4xzfwINTpis
BDO Alfaro-Salcedo Village Branch ATM,Bank,OPERATIONAL,Makati City,NCR,NCR,"Salcedo Village, G/F PCCI Bldg., 118 Leviste St. (formerly, L.P. Leviste Street, Makati City, Metro Manila, Philippines",14.5595657,121.0205284,2,8,ChIJgatrwAjJlzMRmiWYHiJHGhs,https://www.google.com/maps/place/?q=place_id:ChIJgatrwAjJlzMRmiWYHiJHGhs
BDO Rizal - Morong Branch,Bank,OPERATIONAL,Morong,Rizal,CALABARZON,"G/F & 2/F Morong Centerpoint, No. 58 T. Claudio St Brgy, Morong, 1960 Rizal, Philippines",14.5149498,121.2392499,3,6,ChIJf4-FW7_BlzMRg_6ss8u6mOw,https://www.google.com/maps/place/?q=place_id:ChIJf4-FW7_BlzMRg_6ss8u6mOw
BDO,ATM,OPERATIONAL,Binangonan,Rizal,CALABARZON,"Ground Floor, Central Mall, Binangonan, 1940 Rizal, Philippines",14.4943756,121.1807704,,,ChIJ8QEskfzDlzMR1G17ne4T29A,https://www.google.com/maps/place/?q=place_id:ChIJ8QEskfzDlzMR1G17ne4T29A
BDO Savemore Morong Selling Area ATM,ATM,OPERATIONAL,Morong,Rizal,CALABARZON,"G/F Savemore Selling Area Savemore, 58 Tomos Claudio, Morong, Rizal, Philippines",14.5181407,121.2390278,,,ChIJay7KnO_BlzMRrKZn_l10ZU4,https://www.google.com/maps/place/?q=place_id:ChIJay7KnO_BlzMRrKZn_l10ZU4
Banco de Oro Automatic Teller Machine,Bank,OPERATIONAL,San Emilio,Ilocos Sur,Ilocos Region,"6HHF+4HW, Roxas Dike, Bantay, Ilocos Sur, Philippines",17.2278664,120.5739579,,,ChIJq6qqqqo9jjMR_q_WLs8vvXI,https://www.google.com/maps/place/?q=place_id:ChIJq6qqqqo9jjMR_q_WLs8vvXI
BDO Sta. Lucia East - Felix Avenue,Bank,OPERATIONAL,Pasig,NCR,NCR,"G/F Phase 1, Sta. Lucia Grand Mall, corner, 1800 Marikina-Infanta Hwy, Pasig, Metro Manila, Philippines",14.6195811,121.1015593,3.6,25,ChIJwTFQOj-4lzMRtS60JeRClIE,https://www.google.com/maps/place/?q=place_id:ChIJwTFQOj-4lzMRtS60JeRClIE
BDO Rizal - Binangonan Branch,ATM,OPERATIONAL,Binangonan,Rizal,CALABARZON,"Brgy, Lexar Building, 012 Manila East Road, Sitio San Juan, Binangonan, Rizal, Philippines",14.4857718,121.1867367,3,26,ChIJI0bHF-_DlzMRfpfFFSs2GbI,https://www.google.com/maps/place/?q=place_id:ChIJI0bHF-_DlzMRfpfFFSs2GbI
BDO Rizal - Tanay Branch,Bank,OPERATIONAL,Tanay,Rizal,CALABARZON,"Tanay Town Center, Sampaloc Road, corner F.T. Catapusan Rd, Tanay, 1980 Rizal, Philippines",14.4949719,121.2915669,3.7,14,ChIJO7sKfjvqlzMRGBYtdqoRBAo,https://www.google.com/maps/place/?q=place_id:ChIJO7sKfjvqlzMRGBYtdqoRBAo
BDO Taguig - Vista Mall Branch,Bank,OPERATIONAL,Manila,NCR,NCR,"GF-108A Vista Mall Taguig, Camella Road Brgy. Tuktukan (formerly Brgy, Sta. Ana, Taguig, Metro Manila, Philippines",14.530091,121.0751644,2,59,ChIJkxdINqHIlzMR0WO9lAO2KVQ,https://www.google.com/maps/place/?q=place_id:ChIJkxdINqHIlzMR0WO9lAO2KVQ
BDO - SM City East Ortigas,Bank,OPERATIONAL,Pasig,NCR,NCR,"Ex 119-121, SM City East Ortigas, G/F, 183 Ortigas Ave Ext, Brgy, Pasig, Metro Manila, Philippines",14.5873242,121.1046393,2.1,40,ChIJBf5fm8zHlzMR7C_3Nlllz7U,https://www.google.com/maps/place/?q=place_id:ChIJBf5fm8zHlzMR7C_3Nlllz7U
BDO Rizal - Primark Teresa Branch,Bank,OPERATIONAL,Teresa,Rizal,CALABARZON,"G03, Primark Teresa Rizal, R, Magsaysay Ave, Teresa, Rizal, Philippines",14.5584441,121.210243,3,10,ChIJN8jq_0fBlzMRnVeSAidlYd8,https://www.google.com/maps/place/?q=place_id:ChIJN8jq_0fBlzMRnVeSAidlYd8
BDO - Sta. Lucia East - Cainta,Bank,OPERATIONAL,Pasig,NCR,NCR,"Phase 3, Sta Lucia East Mall, Marcos Highway Cor. Felix Ave, Pasig, 1900 Metro Manila, Philippines",14.6179626,121.0988619,3.3,8,ChIJKWXB5z64lzMREPr5SDpKctA,https://www.google.com/maps/place/?q=place_id:ChIJKWXB5z64lzMREPr5SDpKctA
BDO Rizal - Primark Cainta Branch,Bank,OPERATIONAL,Pasig,Rizal,CALABARZON,"G05-G06, Primark Cainta Rizal Ortigas Avenue Extension cor. Don, Don Celso S. Tuason Ave, Brgy, Cainta, Rizal, Philippines",14.5820395,121.129785,3.8,54,ChIJM8ZTlP7HlzMRSU2FcUV5COQ,https://www.google.com/maps/place/?q=place_id:ChIJM8ZTlP7HlzMRSU2FcUV5COQ
BDO Marcos Highway Branch,Bank,OPERATIONAL,Cainta,Rizal,CALABARZON,"Town & Country Commercial Arcade Marcos Highway, corner Narra St, Cainta, Rizal, Philippines",14.6213049,121.1065183,1.8,5,ChIJQ3A6XUa4lzMRC7uoYVLWnqg,https://www.google.com/maps/place/?q=place_id:ChIJQ3A6XUa4lzMRC7uoYVLWnqg
BDO Central Market - V. Fugoso Branch,Bank,OPERATIONAL,Manila,NCR,NCR,"1724 V. Fugoso St., Brgy. 311 Zone 31, District 3, 311 Fugoso St, Santa Cruz, Manila, 1003 Metro Manila, Philippines",14.607477,120.9845683,4.4,13,ChIJV0vb_QDKlzMRpeTb-QFmTgQ,https://www.google.com/maps/place/?q=place_id:ChIJV0vb_QDKlzMRpeTb-QFmTgQ
BDO Cainta Junction Branch,Bank,OPERATIONAL,Cainta,Rizal,CALABARZON,"G/F Hipolito Building, Ortigas Ave Ext, Junction, Cainta, 1900 Rizal, Philippines",14.5861117,121.1155228,3.6,19,ChIJqyxSOYvHlzMR0a9S3pNECxo,https://www.google.com/maps/place/?q=place_id:ChIJqyxSOYvHlzMR0a9S3pNECxo
BDO Antipolo - Circumferential Road Branch,Bank,OPERATIONAL,Antipolo City,Rizal,CALABARZON,"G/F 1, Brgy, Cirq Bldg, L. Sumulong Memorial Circle, Antipolo City, 1870 Rizal, Philippines",14.5804958,121.1716651,4.1,62,ChIJ7bn2YcG_lzMRxuTB2w9-KaE,https://www.google.com/maps/place/?q=place_id:ChIJ7bn2YcG_lzMRxuTB2w9-KaE
BDO Marcos Highway - Vermont Park Branch,Bank,OPERATIONAL,Antipolo City,Rizal,CALABARZON,"Park Place Building, Marcos Highway corner Vermont Park, Brgy, Antipolo City, 1870 Rizal, Philippines",14.6239593,121.1159061,2.4,17,ChIJi6kZUFC4lzMR6H4kno2i_kY,https://www.google.com/maps/place/?q=place_id:ChIJi6kZUFC4lzMR6H4kno2i_kY
BDO Antipolo-M.L. Quezon St.,Bank,OPERATIONAL,Antipolo City,Rizal,CALABARZON,"151 M.L. Quezon Street, Antipolo City, 1870 Rizal, Philippines",14.583018,121.1758842,4,35,ChIJfQsc6VW_lzMRJv7ek6B4kr8,https://www.google.com/maps/place/?q=place_id:ChIJfQsc6VW_lzMRJv7ek6B4kr8
Banco de Oro Automatic Teller Machine,Bank,OPERATIONAL,Vigan City,Ilocos Sur,Ilocos Region,"H9FP+WCC, Ground flr. Plaza Maestro Commercial Complex Burgos and Florentino St., Vigan City, Ilocos Sur, Philippines",17.5748118,120.3860271,,,ChIJ__hy8HRljjMRS1anYN0d3bQ,https://www.google.com/maps/place/?q=place_id:ChIJ__hy8HRljjMRS1anYN0d3bQ
BDO Savemore Sta. Maria Ilocos ATM,ATM,OPERATIONAL,Santa Maria,Ilocos Sur,Ilocos Region,"G/F near wine section, Appliances and package counter, Santa Maria, Ilocos Sur, Philippines",17.3729912,120.4819566,,,ChIJ39Q4q35rjjMReWuEFxUlJUA,https://www.google.com/maps/place/?q=place_id:ChIJ39Q4q35rjjMReWuEFxUlJUA
Bdo Network Bank,Bank,OPERATIONAL,Tagudin,Ilocos Sur,Ilocos Region,"Tagudin, Ilocos Sur, Philippines",16.9324038,120.4495204,,,ChIJfZo2cL3mkTMRRrhStKbxOQM,https://www.google.com/maps/place/?q=place_id:ChIJfZo2cL3mkTMRRrhStKbxOQM
"BDO Universal Leaf Philippines, Inc.-Candon Branch",ATM,OPERATIONAL,Rosario,La Union,Ilocos Region,"G/F Farmer’s LoungeAyudante MacArthur National Highway, Candon, Ilocos Sur, Philippines",16.2248325,120.5029494,,,ChIJ8etGN2hzkTMRUggt6azX0BA,https://www.google.com/maps/place/?q=place_id:ChIJ8etGN2hzkTMRUggt6azX0BA
BDO La Union San Fernando - Rizal Avenue Branch,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"Rizal Avenue, corner Gov. Ortega St, San Fernando City, La Union, Philippines",16.6167018,120.3152191,3.3,8,ChIJUZlHGWqOkTMR7LxmYDJ1rfU,https://www.google.com/maps/place/?q=place_id:ChIJUZlHGWqOkTMR7LxmYDJ1rfU
BDO La Union San Fernando - Manna Mall Branch,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"G/F Manna Mall, National Highway corner Diversion Road, San Fernando City, La Union, Philippines",16.627129,120.3196416,4.4,39,ChIJS8sdoMaPkTMRugPugjkWAA0,https://www.google.com/maps/place/?q=place_id:ChIJS8sdoMaPkTMRugPugjkWAA0
Bdo,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"J948+XJ5, Quezon avanue,national high-way, San Fernando City, La Union, Philippines",16.6073769,120.3666099,5,1,ChIJVVVVVZWRkTMRB3tQKTvXZJA,https://www.google.com/maps/place/?q=place_id:ChIJVVVVVZWRkTMRB3tQKTvXZJA
BDO La Union San Fernando - Sevilla,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"G/F, G World Building, MacArthur Hwy, San Fernando City, 2500 La Union, Philippines",16.5903036,120.3196975,,,ChIJJaxJCluPkTMRRLLzT8_Baro,https://www.google.com/maps/place/?q=place_id:ChIJJaxJCluPkTMRRLLzT8_Baro
Banco de Oro,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"J8G9+RQH, San Fernando City, La Union, Philippines",16.6270895,120.3194619,,,ChIJcyO5xnKOkTMRp46j5C5ePEQ,https://www.google.com/maps/place/?q=place_id:ChIJcyO5xnKOkTMRp46j5C5ePEQ
BDO ATM - CSI Mall San Fernando,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"J8HF+H47, San Fernando City, La Union, Philippines",16.6289127,120.3227898,3,2,ChIJQw2U7AyOkTMRI7fWt-V7f0w,https://www.google.com/maps/place/?q=place_id:ChIJQw2U7AyOkTMRI7fWt-V7f0w
BDO La Union - Agoo Branch,Bank,OPERATIONAL,Agoo,La Union,Ilocos Region,"Along National Highway, Agoo, La Union, Philippines",16.320365,120.36756,3.1,38,ChIJWVK_PhN3kTMRSI27gFmIvqw,https://www.google.com/maps/place/?q=place_id:ChIJWVK_PhN3kTMRSI27gFmIvqw
BDO Primark Center Aringay,ATM,OPERATIONAL,Aringay,La Union,Ilocos Region,"99X4+69H, G/F beside Entrance and Exit Doors, Brgy. Hillside, Aringay, 2503 La Union, Philippines",16.3980568,120.356,,,ChIJjf7Ex0udkTMRrJpJIpsmtMc,https://www.google.com/maps/place/?q=place_id:ChIJjf7Ex0udkTMRrJpJIpsmtMc
BDO Bacnotan,Bank,OPERATIONAL,Bacnotan,La Union,Ilocos Region,"P8CX+GJ5, Bacnotan, La Union, Philippines",16.7212592,120.3491119,1,1,ChIJt2ew_antkTMRsy0BGJHAwz8,https://www.google.com/maps/place/?q=place_id:ChIJt2ew_antkTMRsy0BGJHAwz8
BDO Petron Bauang-La Union,ATM,OPERATIONAL,Rosario,La Union,Ilocos Region,"G/F beside entrance/exit, Along, MacArthur Hwy, Central West, Bauang, La Union, Philippines",16.2248325,120.5029494,,,ChIJsyMckQtzkTMRu1jfvrQ0Te4,https://www.google.com/maps/place/?q=place_id:ChIJsyMckQtzkTMRu1jfvrQ0Te4
BDO,ATM,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"J888+5HW, San Fernando City, La Union, Philippines",16.6154803,120.3164583,2,2,ChIJjda5SKuPkTMRSzsZWXdvWGg,https://www.google.com/maps/place/?q=place_id:ChIJjda5SKuPkTMRSzsZWXdvWGg
BDO Baguio - Marcos Highway Balsigan Branch,Bank,OPERATIONAL,Baguio,Benguet,Cordillera Administrative Region,"G/F, ECCO Bldg., No.39, Marcos Highway, Aspiras - Palispis Hwy, Imelda Village, Baguio, 2600 Benguet, Philippines",16.400959,120.5918907,3.1,10,ChIJ2USa6ZWhkTMR5DBK46gnVOA,https://www.google.com/maps/place/?q=place_id:ChIJ2USa6ZWhkTMR5DBK46gnVOA
BDO Benguet - La Trinidad Branch,ATM,OPERATIONAL,La Trinidad,Benguet,Cordillera Administrative Region,"G/F VC Arcadain Bldg. Km. 5, La Trinidad, 2601 Benguet, Philippines",16.4453047,120.5912046,2.6,37,ChIJCad-rLijkTMRpxNNlxAvHyY,https://www.google.com/maps/place/?q=place_id:ChIJCad-rLijkTMRpxNNlxAvHyY
Bdo Network Bank,Bank,OPERATIONAL,Bauang,La Union,Ilocos Region,"Bauang, La Union, Philippines",16.5299053,120.3299618,,,ChIJoxo3l0eFkTMR1nqnGDlhYBc,https://www.google.com/maps/place/?q=place_id:ChIJoxo3l0eFkTMR1nqnGDlhYBc
Banco de Oro,Bank,OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"28RQ+7CR, Pangasinan - La Union Rd, Dagupan City, Pangasinan, Philippines",16.0407359,120.3385099,,,ChIJOTqCr1pdkTMRwzcCkh06ijA,https://www.google.com/maps/place/?q=place_id:ChIJOTqCr1pdkTMRwzcCkh06ijA
BDO Nuciti Central Mall Batangas,ATM,OPERATIONAL,Batangas City,Batangas,CALABARZON,"G/F/NCM-GF, P. Burgos, Batangas City, Philippines",13.7583409,121.0578009,,,ChIJAwqpbTsFvTMRT0OYCRicg8U,https://www.google.com/maps/place/?q=place_id:ChIJAwqpbTsFvTMRT0OYCRicg8U
Bdo Network Bank Maria Aurora,Bank,OPERATIONAL,Maria Aurora,Aurora,Central Luzon,"Maria Aurora, Aurora, Philippines",15.8004638,121.4723943,3.7,3,ChIJjer_O2ujkDMRuD4o7EOd-zU,https://www.google.com/maps/place/?q=place_id:ChIJjer_O2ujkDMRuD4o7EOd-zU
Bdo Network Bank,Bank,OPERATIONAL,Rosario,La Union,Ilocos Region,"Rosario, La Union, Philippines",16.2260028,120.4931979,1,2,ChIJU-mI0vxykTMR4ns5lBGC5LM,https://www.google.com/maps/place/?q=place_id:ChIJU-mI0vxykTMR4ns5lBGC5LM
BDO Network Bank Rizal-Pililla,Bank,OPERATIONAL,Pililla,Rizal,CALABARZON,"Pililla, Rizal, Philippines",14.4775627,121.3148518,,,ChIJ9RzNwn3plzMRfp1vRXlFQLQ,https://www.google.com/maps/place/?q=place_id:ChIJ9RzNwn3plzMRfp1vRXlFQLQ
BDO Dagupan - Fernandez Branch,Bank,OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"AB Fernandez Ave, Dagupan City, 2400 Pangasinan, Philippines",16.0456675,120.3418985,2.8,12,ChIJZ026a_5nkTMRAwiMNPUM2S0,https://www.google.com/maps/place/?q=place_id:ChIJZ026a_5nkTMRAwiMNPUM2S0
Bdo Network Bank,Bank,OPERATIONAL,Agoo,La Union,Ilocos Region,"Agoo, La Union, Philippines",16.3167374,120.3684454,,,ChIJk58ZmhR3kTMRRVG-5uJF1Wg,https://www.google.com/maps/place/?q=place_id:ChIJk58ZmhR3kTMRRVG-5uJF1Wg
BDO Batangas - Rosario Branch,Bank,OPERATIONAL,Rosario,Batangas,CALABARZON,"G, BDO Bldg, Carandang Street, Rosario, 4225 Batangas, Philippines",13.8451843,121.2027086,1.8,11,ChIJL9GAHiUUvTMRHnxZVNqhI_A,https://www.google.com/maps/place/?q=place_id:ChIJL9GAHiUUvTMRHnxZVNqhI_A
BDO Angeles-Sto. Rosario Branch,Bank,OPERATIONAL,Angeles,Pampanga,Central Luzon,"Calaguas Apartment, 524 MacArthur Hwy, Angeles, 2009 Pampanga, Philippines",15.1272671,120.5981092,1.8,13,ChIJewLJc0ryljMRdNAPkTVDJlc,https://www.google.com/maps/place/?q=place_id:ChIJewLJc0ryljMRdNAPkTVDJlc
